Category,Category (copy),City,Country,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Segment (Blues),Ship Date,Ship Mode,State,Sub-Category,Year,Bottom Half,Discount,Number of Records,Outer Venn Position,Overlapping Customers,Overlapping Position,Profit,Profit Ratio,Quantity,Sales
Office Supplies,Office Supplies,Detroit,United States,BS-11755,Bruce Stewart,30-11-2017,CA-2017-156748,48227,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Central,8532,Consumer,Consumer,6/12/2017,Standard Class,Michigan,Paper,2017,1,0,1,0,1,0,6.3296,46%,2,13.76
Office Supplies,Office Supplies,Detroit,United States,BS-11755,Bruce Stewart,30-11-2017,CA-2017-156748,48227,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,Central,8533,Consumer,Consumer,6/12/2017,Standard Class,Michigan,Storage,2017,1,0,1,0,1,0,24.843,5%,7,496.86
Furniture,Furniture,Detroit,United States,BS-11755,Bruce Stewart,30-11-2017,CA-2017-156748,48227,FUR-CH-10000513,High-Back Leather Manager's Chair,Central,8534,Consumer,Consumer,6/12/2017,Standard Class,Michigan,Chairs,2017,1,0,1,0,1,0,35.0973,9%,3,389.97
Office Supplies,Office Supplies,Columbus,United States,KS-16300,Karen Seio,13-01-2016,CA-2016-169677,31907,OFF-LA-10003223,Avery 508,South,8535,Corporate,Corporate,15-01-2016,Second Class,Georgia,Labels,2016,1,0,1,0,0,0,4.8118,49%,2,9.82
Technology,Technology,San Francisco,United States,CC-12475,Cindy Chapman,16-05-2015,US-2015-163146,94122,TEC-AC-10002217,Imation Clip USB flash drive - 8 GB,West,8536,Consumer,Consumer,20-05-2015,Standard Class,California,Accessories,2015,1,0,1,0,1,0,3.384,6%,3,56.4
Office Supplies,Office Supplies,Philadelphia,United States,HD-14785,Harold Dahlen,7/6/2016,CA-2016-157343,19143,OFF-BI-10003707,Aluminum Screw Posts,East,8537,Home Office,Home Office,11/6/2016,Standard Class,Pennsylvania,Binders,2016,1,0.7,1,1,0,0.5,-12.208,-67%,4,18.312
Office Supplies,Office Supplies,Philadelphia,United States,HD-14785,Harold Dahlen,7/6/2016,CA-2016-157343,19143,OFF-PA-10000552,Xerox 200,East,8538,Home Office,Home Office,11/6/2016,Standard Class,Pennsylvania,Paper,2016,1,0.2,1,1,0,0.5,9.072,35%,5,25.92
Office Supplies,Office Supplies,Philadelphia,United States,HD-14785,Harold Dahlen,7/6/2016,CA-2016-157343,19143,OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,East,8539,Home Office,Home Office,11/6/2016,Standard Class,Pennsylvania,Art,2016,1,0.2,1,1,0,0.5,1.002,13%,3,8.016
Technology,Technology,Los Angeles,United States,KB-16315,Karl Braun,9/3/2018,CA-2018-147354,90008,TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,West,8540,Consumer,Consumer,13-03-2018,Standard Class,California,Copiers,2018,1,0.2,1,0,1,0,59.998,13%,2,479.984
Office Supplies,Office Supplies,Los Angeles,United States,KB-16315,Karl Braun,9/3/2018,CA-2018-147354,90008,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,West,8541,Consumer,Consumer,13-03-2018,Standard Class,California,Binders,2018,1,0.2,1,0,1,0,9.6375,31%,5,30.84
Office Supplies,Office Supplies,Philadelphia,United States,HR-14830,Harold Ryan,22-12-2016,CA-2016-157287,19140,OFF-ST-10001172,"Tennsco Lockers, Sand",East,8542,Corporate,Corporate,23-12-2016,First Class,Pennsylvania,Storage,2016,1,0.2,1,1,1,0.5,1.6784,5%,2,33.568
Furniture,Furniture,Philadelphia,United States,HR-14830,Harold Ryan,22-12-2016,CA-2016-157287,19140,FUR-CH-10001270,Harbour Creations Steel Folding Chair,East,8543,Corporate,Corporate,23-12-2016,First Class,Pennsylvania,Chairs,2016,1,0.3,1,1,1,0.5,0,0%,7,422.625
Technology,Technology,New York City,United States,TB-21625,Trudy Brown,6/8/2015,CA-2015-137575,10035,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,East,8544,Consumer,Consumer,11/8/2015,Standard Class,New York,Accessories,2015,1,0,1,1,1,0.5,83.9916,42%,2,199.98
Furniture,Furniture,Columbus,United States,DS-13180,David Smith,27-03-2017,CA-2017-119074,31907,FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,South,8545,Corporate,Corporate,31-03-2017,Standard Class,Georgia,Furnishings,2017,1,0,1,0,1,0,8.7032,43%,1,20.24
Furniture,Furniture,Columbus,United States,DS-13180,David Smith,27-03-2017,CA-2017-119074,31907,FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",South,8546,Corporate,Corporate,31-03-2017,Standard Class,Georgia,Furnishings,2017,1,0,1,0,1,0,11.1776,28%,4,39.92
Office Supplies,Office Supplies,Columbus,United States,DS-13180,David Smith,27-03-2017,CA-2017-119074,31907,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",South,8547,Corporate,Corporate,31-03-2017,Standard Class,Georgia,Binders,2017,1,0,1,0,1,0,15.9446,49%,2,32.54
Technology,Technology,Los Angeles,United States,GB-14530,George Bell,5/12/2016,CA-2016-149566,90049,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,West,8548,Corporate,Corporate,10/12/2016,Standard Class,California,Accessories,2016,1,0,1,0,1,0,17.55,45%,3,39
Office Supplies,Office Supplies,Los Angeles,United States,GB-14530,George Bell,5/12/2016,CA-2016-149566,90049,OFF-LA-10000452,Avery 488,West,8549,Corporate,Corporate,10/12/2016,Standard Class,California,Labels,2016,1,0,1,0,1,0,6.048,48%,4,12.6
Furniture,Furniture,Aurora,United States,GB-14530,George Bell,11/9/2016,CA-2016-126186,80013,FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,West,8550,Corporate,Corporate,12/9/2016,First Class,Colorado,Furnishings,2016,1,0.2,1,0,1,0,4.004,16%,4,24.64
Office Supplies,Office Supplies,Houston,United States,VB-21745,Victoria Brennan,17-07-2016,CA-2016-121132,77041,OFF-LA-10002368,Avery 479,Central,8551,Corporate,Corporate,24-07-2016,Standard Class,Texas,Labels,2016,1,0.2,1,0,0,0,2.0358,33%,3,6.264
Office Supplies,Office Supplies,Houston,United States,VB-21745,Victoria Brennan,17-07-2016,CA-2016-121132,77041,OFF-FA-10004248,Advantus T-Pin Paper Clips,Central,8552,Corporate,Corporate,24-07-2016,Standard Class,Texas,Fasteners,2016,1,0.2,1,0,0,0,3.4276,24%,4,14.432
Technology,Technology,Chicago,United States,MC-17425,Mark Cousins,30-05-2015,CA-2015-140473,60623,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Central,8553,Corporate,Corporate,3/6/2015,Standard Class,Illinois,Copiers,2015,1,0.2,1,0,1,0,134.9955,19%,3,719.976
Technology,Technology,Decatur,United States,CB-12025,Cassandra Brandow,13-11-2018,US-2018-102904,35601,TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,South,8554,Consumer,Consumer,20-11-2018,Standard Class,Alabama,Accessories,2018,1,0,1,0,1,0,23.992,10%,8,239.92
Furniture,Furniture,Springfield,United States,PM-18940,Paul MacIntyre,9/12/2017,CA-2017-102092,22153,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",South,8555,Consumer,Consumer,11/12/2017,First Class,Virginia,Tables,2017,1,0,1,0,0,0,158.529,15%,7,"1,056.86"
Technology,Technology,Plantation,United States,DC-13285,Debra Catini,22-03-2016,CA-2016-117884,33317,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,South,8556,Consumer,Consumer,22-03-2016,Same Day,Florida,Accessories,2016,1,0.2,1,0,0,0,89.5888,20%,7,447.944
Office Supplies,Office Supplies,Plantation,United States,DC-13285,Debra Catini,22-03-2016,CA-2016-117884,33317,OFF-ST-10002182,"Iris 3-Drawer Stacking Bin, Black",South,8557,Consumer,Consumer,22-03-2016,Same Day,Florida,Storage,2016,1,0.2,1,0,0,0,-33.8418,-23%,9,150.408
Technology,Technology,Houston,United States,LA-16780,Laura Armstrong,23-12-2017,CA-2017-132829,77041,TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,Central,8558,Corporate,Corporate,26-12-2017,Second Class,Texas,Phones,2017,1,0.2,1,0,1,0,39.6879,9%,3,453.576
Office Supplies,Office Supplies,Houston,United States,LA-16780,Laura Armstrong,23-12-2017,CA-2017-132829,77041,OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Central,8559,Corporate,Corporate,26-12-2017,Second Class,Texas,Labels,2017,1,0.2,1,0,1,0,14.742,33%,9,45.36
Technology,Technology,Houston,United States,LA-16780,Laura Armstrong,23-12-2017,CA-2017-132829,77041,TEC-PH-10004345,Cisco SPA 502G IP Phone,Central,8560,Corporate,Corporate,26-12-2017,Second Class,Texas,Phones,2017,1,0.2,1,0,1,0,35.985,13%,3,287.88
Technology,Technology,Houston,United States,LA-16780,Laura Armstrong,23-12-2017,CA-2017-132829,77041,TEC-PH-10004912,Cisco SPA112 2 Port Phone Adapter,Central,8561,Corporate,Corporate,26-12-2017,Second Class,Texas,Phones,2017,1,0.2,1,0,1,0,14.8365,11%,3,131.88
Furniture,Furniture,Houston,United States,LA-16780,Laura Armstrong,23-12-2017,CA-2017-132829,77041,FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Central,8562,Corporate,Corporate,26-12-2017,Second Class,Texas,Furnishings,2017,1,0.6,1,0,1,0,-0.7566,-33%,2,2.328
Furniture,Furniture,Milwaukee,United States,DJ-13420,Denny Joy,2/4/2017,CA-2017-123540,53209,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Central,8563,Corporate,Corporate,6/4/2017,Second Class,Wisconsin,Chairs,2017,1,0,1,0,0,0,378.274,26%,5,"1,454.90"
Office Supplies,Office Supplies,Sanford,United States,MH-18115,Mick Hernandez,30-04-2018,US-2018-108315,32771,OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",South,8564,Home Office,Home Office,4/5/2018,Standard Class,Florida,Binders,2018,1,0.7,1,0,0,0,-3.5508,-73%,3,4.842
Furniture,Furniture,Sanford,United States,MH-18115,Mick Hernandez,30-04-2018,US-2018-108315,32771,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,South,8565,Home Office,Home Office,4/5/2018,Standard Class,Florida,Furnishings,2018,1,0.2,1,0,0,0,-8.2764,-4%,6,220.704
Technology,Technology,The Colony,United States,BG-11035,Barry Gonzalez,17-11-2017,CA-2017-134110,75056,TEC-PH-10002350,Apple EarPods with Remote and Mic,Central,8566,Consumer,Consumer,18-11-2017,First Class,Texas,Phones,2017,1,0.2,1,0,0,0,6.7176,10%,3,67.176
Office Supplies,Office Supplies,The Colony,United States,BG-11035,Barry Gonzalez,17-11-2017,CA-2017-134110,75056,OFF-PA-10000697,"TOPS Voice Message Log Book, Flash Format",Central,8567,Consumer,Consumer,18-11-2017,First Class,Texas,Paper,2017,1,0.2,1,0,0,0,5.5216,36%,4,15.232
Office Supplies,Office Supplies,Troy,United States,SV-20365,Seth Vernon,10/11/2017,US-2017-136581,45373,OFF-PA-10002787,Xerox 227,East,8568,Consumer,Consumer,12/11/2017,First Class,Ohio,Paper,2017,1,0.2,1,1,1,0.5,10.8864,35%,6,31.104
Office Supplies,Office Supplies,Hempstead,United States,DP-13105,Dave Poirier,6/12/2017,CA-2017-162390,11550,OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,East,8569,Corporate,Corporate,12/12/2017,Standard Class,New York,Binders,2017,1,0.2,1,1,1,0.5,314.8418,33%,7,968.744
Office Supplies,Office Supplies,Hempstead,United States,DP-13105,Dave Poirier,6/12/2017,CA-2017-162390,11550,OFF-BI-10001721,Trimflex Flexible Post Binders,East,8570,Corporate,Corporate,12/12/2017,Standard Class,New York,Binders,2017,1,0.2,1,1,1,0.5,77.8232,35%,13,222.352
Technology,Technology,Hempstead,United States,DP-13105,Dave Poirier,6/12/2017,CA-2017-162390,11550,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,East,8571,Corporate,Corporate,12/12/2017,Standard Class,New York,Copiers,2017,1,0.2,1,1,1,0.5,89.997,19%,2,479.984
Office Supplies,Office Supplies,Dallas,United States,SR-20740,Steven Roelle,3/4/2017,CA-2017-162222,75081,OFF-PA-10003893,Xerox 1962,Central,8572,Home Office,Home Office,3/4/2017,Same Day,Texas,Paper,2017,1,0.2,1,0,1,0,3.21,31%,3,10.272
Technology,Technology,Houston,United States,BT-11680,Brian Thompson,28-11-2015,CA-2015-121629,77041,TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Central,8573,Consumer,Consumer,2/12/2015,Standard Class,Texas,Machines,2015,1,0.4,1,0,1,0,-199.77,-20%,5,998.85
Office Supplies,Office Supplies,New York City,United States,MS-17770,Maxwell Schwartz,20-10-2016,CA-2016-164623,10035,OFF-PA-10000249,Easy-staple paper,East,8574,Consumer,Consumer,22-10-2016,First Class,New York,Paper,2016,1,0,1,1,1,0.5,11.5432,47%,2,24.56
Office Supplies,Office Supplies,San Francisco,United States,JK-15640,Jim Kriz,19-09-2015,CA-2015-159849,94110,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,West,8575,Home Office,Home Office,19-09-2015,Same Day,California,Fasteners,2015,1,0,1,0,1,0,0.1134,2%,3,5.67
Office Supplies,Office Supplies,Port Saint Lucie,United States,ST-20530,Shui Tom,27-08-2018,CA-2018-101273,34952,OFF-AP-10000804,Hoover Portapower Portable Vacuum,South,8576,Consumer,Consumer,30-08-2018,Second Class,Florida,Appliances,2018,1,0.2,1,0,1,0,0.896,6%,4,14.336
Furniture,Furniture,Concord,United States,TS-21505,Tony Sayre,3/7/2018,CA-2018-106747,3301,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,East,8577,Consumer,Consumer,4/7/2018,First Class,New Hampshire,Furnishings,2018,1,0,1,1,1,0.5,26.598,26%,1,102.3
Furniture,Furniture,Rochester,United States,CM-12190,Charlotte Melton,22-12-2018,CA-2018-146164,55901,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Central,8578,Consumer,Consumer,26-12-2018,Standard Class,Minnesota,Tables,2018,1,0,1,0,1,0,97.2032,16%,2,607.52
Office Supplies,Office Supplies,Rochester,United States,CM-12190,Charlotte Melton,22-12-2018,CA-2018-146164,55901,OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,Central,8579,Consumer,Consumer,26-12-2018,Standard Class,Minnesota,Storage,2018,1,0,1,0,1,0,7.79,25%,2,31.16
Office Supplies,Office Supplies,Louisville,United States,JW-15955,Joni Wasserman,27-12-2017,CA-2017-111605,40214,OFF-LA-10002368,Avery 479,South,8580,Consumer,Consumer,2/1/2018,Standard Class,Kentucky,Labels,2017,1,0,1,0,1,0,1.2006,46%,1,2.61
Furniture,Furniture,San Marcos,United States,MC-17590,Matt Collister,20-05-2015,CA-2015-130673,78666,FUR-FU-10003489,Contemporary Borderless Frame,Central,8581,Corporate,Corporate,22-05-2015,Second Class,Texas,Furnishings,2015,1,0.6,1,0,1,0,-5.9409,-58%,3,10.332
Office Supplies,Office Supplies,San Marcos,United States,MC-17590,Matt Collister,20-05-2015,CA-2015-130673,78666,OFF-PA-10000289,Xerox 213,Central,8582,Corporate,Corporate,22-05-2015,Second Class,Texas,Paper,2015,1,0.2,1,0,1,0,3.6288,35%,2,10.368
Technology,Technology,San Marcos,United States,MC-17590,Matt Collister,20-05-2015,CA-2015-130673,78666,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Central,8583,Corporate,Corporate,22-05-2015,Second Class,Texas,Accessories,2015,1,0.2,1,0,1,0,-3.6372,-18%,2,20.784
Office Supplies,Office Supplies,San Marcos,United States,MC-17590,Matt Collister,20-05-2015,CA-2015-130673,78666,OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,Central,8584,Corporate,Corporate,22-05-2015,Second Class,Texas,Storage,2015,1,0.2,1,0,1,0,-13.392,-20%,5,66.96
Office Supplies,Office Supplies,Escondido,United States,MH-17440,Mark Haberlin,4/2/2015,CA-2015-104808,92025,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",West,8585,Corporate,Corporate,8/2/2015,Second Class,California,Binders,2015,1,0.2,1,0,1,0,6.0368,35%,2,17.248
Office Supplies,Office Supplies,Philadelphia,United States,RD-19720,Roger Demir,9/12/2018,US-2018-132927,19134,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",East,8586,Consumer,Consumer,15-12-2018,Standard Class,Pennsylvania,Binders,2018,1,0.7,1,1,1,0.5,-8.1312,-73%,7,11.088
Technology,Technology,Los Angeles,United States,KB-16240,Karen Bern,11/7/2018,CA-2018-162015,90049,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,West,8587,Corporate,Corporate,18-07-2018,Standard Class,California,Accessories,2018,1,0,1,0,1,0,244.6155,19%,5,"1,287.45"
Office Supplies,Office Supplies,Los Angeles,United States,KB-16240,Karen Bern,11/7/2018,CA-2018-162015,90049,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,West,8588,Corporate,Corporate,18-07-2018,Standard Class,California,Appliances,2018,1,0,1,0,1,0,43.706,26%,5,168.1
Office Supplies,Office Supplies,Philadelphia,United States,FC-14335,Fred Chung,15-05-2016,CA-2016-138492,19140,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,East,8589,Corporate,Corporate,22-05-2016,Standard Class,Pennsylvania,Storage,2016,1,0.2,1,1,1,0.5,-10.3936,-20%,2,51.968
Office Supplies,Office Supplies,Philadelphia,United States,BD-11770,Bryan Davis,29-01-2018,CA-2018-145338,19120,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",East,8590,Consumer,Consumer,1/2/2018,First Class,Pennsylvania,Art,2018,1,0.2,1,1,1,0.5,0.4768,10%,2,4.768
Office Supplies,Office Supplies,Hempstead,United States,FH-14365,Fred Hopkins,29-09-2018,CA-2018-126676,11550,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,East,8591,Corporate,Corporate,1/10/2018,First Class,New York,Envelopes,2018,1,0,1,1,1,0.5,3.9102,49%,3,7.98
Office Supplies,Office Supplies,Greeley,United States,SO-20335,Sean O'Donnell,23-04-2018,CA-2018-101700,80634,OFF-EN-10003134,Staple envelope,West,8592,Consumer,Consumer,26-04-2018,First Class,Colorado,Envelopes,2018,1,0.2,1,0,1,0,7.008,38%,2,18.688
Furniture,Furniture,Greeley,United States,SO-20335,Sean O'Donnell,23-04-2018,CA-2018-101700,80634,FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",West,8593,Consumer,Consumer,26-04-2018,First Class,Colorado,Furnishings,2018,1,0.2,1,0,1,0,3.3534,29%,3,11.664
Technology,Technology,Jacksonville,United States,PM-19135,Peter McVee,9/11/2018,CA-2018-159667,32216,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,South,8594,Home Office,Home Office,13-11-2018,Standard Class,Florida,Accessories,2018,1,0.2,1,0,0,0,38.3952,20%,3,191.976
Technology,Technology,Jacksonville,United States,PM-19135,Peter McVee,9/11/2018,CA-2018-159667,32216,TEC-PH-10004094,Motorola L703CM,South,8595,Home Office,Home Office,13-11-2018,Standard Class,Florida,Phones,2018,1,0.2,1,0,0,0,31.198,6%,4,499.168
Office Supplies,Office Supplies,Arlington,United States,GD-14590,Giulietta Dortch,5/5/2015,CA-2015-111934,22204,OFF-BI-10004364,Storex Dura Pro Binders,South,8596,Corporate,Corporate,7/5/2015,First Class,Virginia,Binders,2015,1,0,1,0,1,0,5.346,45%,2,11.88
Office Supplies,Office Supplies,Arlington,United States,GD-14590,Giulietta Dortch,5/5/2015,CA-2015-111934,22204,OFF-PA-10000474,Easy-staple paper,South,8597,Corporate,Corporate,7/5/2015,First Class,Virginia,Paper,2015,1,0,1,0,1,0,16.6568,47%,1,35.44
Office Supplies,Office Supplies,San Francisco,United States,PA-19060,Pete Armstrong,27-10-2017,US-2017-117387,94122,OFF-BI-10004308,Avery Legal 4-Ring Binder,West,8598,Home Office,Home Office,31-10-2017,Standard Class,California,Binders,2017,1,0.2,1,0,0,0,25.176,38%,4,67.136
Office Supplies,Office Supplies,Fresno,United States,LS-17200,Luke Schmidt,26-11-2015,CA-2015-141110,93727,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,West,8599,Corporate,Corporate,1/12/2015,Standard Class,California,Binders,2015,1,0.2,1,0,1,0,1.512,35%,3,4.32
Office Supplies,Office Supplies,Fresno,United States,LS-17200,Luke Schmidt,26-11-2015,CA-2015-141110,93727,OFF-PA-10002586,Xerox 1970,West,8600,Corporate,Corporate,1/12/2015,Standard Class,California,Paper,2015,1,0,1,0,1,0,7.0218,47%,3,14.94
Office Supplies,Office Supplies,Fresno,United States,LS-17200,Luke Schmidt,26-11-2015,CA-2015-141110,93727,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,West,8601,Corporate,Corporate,1/12/2015,Standard Class,California,Appliances,2015,1,0,1,0,1,0,11.3512,28%,2,40.54
Office Supplies,Office Supplies,Fresno,United States,LS-17200,Luke Schmidt,26-11-2015,CA-2015-141110,93727,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,West,8602,Corporate,Corporate,1/12/2015,Standard Class,California,Binders,2015,1,0.2,1,0,1,0,2.5592,35%,1,7.312
Technology,Technology,Reno,United States,JL-15175,James Lanier,31-12-2015,US-2015-133949,89502,TEC-PH-10004908,Panasonic KX TS3282W Corded phone,West,8603,Home Office,Home Office,31-12-2015,Same Day,Nevada,Phones,2015,1,0.2,1,0,0,0,59.493,13%,7,475.944
Technology,Technology,San Antonio,United States,CA-12310,Christine Abelman,3/1/2017,US-2017-116365,78207,TEC-AC-10002217,Imation Clip USB flash drive - 8 GB,Central,8604,Corporate,Corporate,8/1/2017,Standard Class,Texas,Accessories,2017,1,0.2,1,0,1,0,-5.264,-18%,2,30.08
Technology,Technology,San Antonio,United States,CA-12310,Christine Abelman,3/1/2017,US-2017-116365,78207,TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,Central,8605,Corporate,Corporate,8/1/2017,Standard Class,Texas,Accessories,2017,1,0.2,1,0,1,0,-6.21,-4%,3,165.6
Technology,Technology,San Antonio,United States,CA-12310,Christine Abelman,3/1/2017,US-2017-116365,78207,TEC-PH-10002890,AT&T 17929 Lendline Telephone,Central,8606,Corporate,Corporate,8/1/2017,Standard Class,Texas,Phones,2017,1,0.2,1,0,1,0,13.572,8%,5,180.96
Technology,Technology,New Bedford,United States,CM-12160,Charles McCrossin,18-08-2018,CA-2018-162936,2740,TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",East,8607,Consumer,Consumer,22-08-2018,Standard Class,Massachusetts,Accessories,2018,1,0,1,1,1,0.5,7.6494,33%,2,23.18
